"Country or Area","Year(s)","Value","Value Footnotes"
"Montenegro","2003","16.69",""
"Montenegro","2002","16.85",""
"Montenegro","2001","16.92",""
"Montenegro","2000","16.81",""
"Montenegro","1999","16.5",""
"Montenegro","1998","16.01",""
"Montenegro","1997","15.41",""
"Montenegro","1996","14.8",""
"Montenegro","1995","14.26",""
"Montenegro","1994","13.79",""
"Montenegro","1993","13.39",""
"Montenegro","1992","13.04",""
"Montenegro","1991","12.71",""
"Montenegro","1990","12.38",""
"Morocco","2012","7.61",""
"Morocco","2011","7.41",""
"Morocco","2010","7.25",""
"Morocco","2009","7.15",""
"Morocco","2008","7.08",""
"Morocco","2007","7.05",""
"Morocco","2006","7.03",""
"Morocco","2005","7.01",""
"Morocco","2004","6.99",""
"Morocco","2003","6.95",""
"Morocco","2002","6.92",""
"Morocco","2001","6.87",""
"Morocco","2000","6.82",""
"Morocco","1999","6.76",""
"Morocco","1998","6.69",""
"Morocco","1997","6.62",""
"Morocco","1996","6.53",""
"Morocco","1995","6.44",""
"Morocco","1994","6.33",""
"Morocco","1993","6.22",""
"Morocco","1992","6.09",""
"Morocco","1991","5.96",""
"Morocco","1990","5.82",""
"Mozambique","2012","5.01",""
"Mozambique","2011","4.99",""
"Mozambique","2010","4.97",""
"Mozambique","2009","4.96",""
"Mozambique","2008","4.96",""
"Mozambique","2007","4.95",""
"Mozambique","2006","4.95",""
"Mozambique","2005","4.95",""
"Mozambique","2004","4.95",""
"Mozambique","2003","4.96",""
"Mozambique","2002","4.96",""
"Mozambique","2001","4.97",""
"Mozambique","2000","4.97",""
"Mozambique","1999","4.97",""
"Mozambique","1998","4.97",""
"Mozambique","1997","4.97",""
"Mozambique","1996","4.98",""
"Mozambique","1995","5",""
"Mozambique","1994","5.03",""
"Mozambique","1993","5.08",""
"Mozambique","1992","5.14",""
"Mozambique","1991","5.19",""
"Mozambique","1990","5.21",""
"Myanmar","2012","8.15",""
"Myanmar","2011","7.9",""
"Myanmar","2010","7.7",""
"Myanmar","2009","7.55",""
"Myanmar","2008","7.44",""
"Myanmar","2007","7.36",""
"Myanmar","2006","7.31",""
"Myanmar","2005","7.25",""
"Myanmar","2004","7.2",""
"Myanmar","2003","7.15",""
"Myanmar","2002","7.1",""
"Myanmar","2001","7.05",""
"Myanmar","2000","7.02",""
"Myanmar","1999","6.99",""
"Myanmar","1998","6.97",""
"Myanmar","1997","6.95",""
"Myanmar","1996","6.92",""
"Myanmar","1995","6.89",""
"Myanmar","1994","6.86",""
"Myanmar","1993","6.81",""
"Myanmar","1992","6.77",""
"Myanmar","1991","6.71",""
"Myanmar","1990","6.65",""
"Namibia","2012","5.38",""
"Namibia","2011","5.32",""
"Namibia","2010","5.26",""
"Namibia","2009","5.21",""
"Namibia","2008","5.17",""
"Namibia","2007","5.12",""
"Namibia","2006","5.09",""
"Namibia","2005","5.05",""
"Namibia","2004","5.02",""
"Namibia","2003","4.99",""
"Namibia","2002","4.97",""
"Namibia","2001","4.96",""
"Namibia","2000","4.96",""
"Namibia","1999","4.97",""
"Namibia","1998","4.99",""
"Namibia","1997","5.02",""
"Namibia","1996","5.06",""
"Namibia","1995","5.1",""
"Namibia","1994","5.13",""
"Namibia","1993","5.17",""
"Namibia","1992","5.21",""
"Namibia","1991","5.24",""
"Namibia","1990","5.28",""
"Nauru","2012","8.84",""
"Nauru","2011","8.47",""
"Nauru","2010","8.11",""
"Nauru","2009","7.75",""
"Nauru","2008","7.4",""
"Nauru","2007","7.08",""
"Nauru","2006","6.79",""
"Nauru","2005","6.55",""
"Nauru","2004","6.35",""
"Nauru","2003","6.19",""
"Nauru","2002","6.07",""
"Nauru","2001","5.98",""
"Nauru","2000","5.9",""
"Nauru","1999","5.84",""
"Nauru","1998","5.8",""
"Nauru","1997","5.76",""
"Nauru","1996","5.74",""
"Nauru","1995","5.71",""
"Nauru","1994","5.68",""
"Nauru","1993","5.65",""
"Nauru","1992","5.61",""
"Nauru","1991","5.58",""
"Nauru","1990","5.54",""
"Nepal","2012","7.65",""
"Nepal","2011","7.51",""
"Nepal","2010","7.39",""
"Nepal","2009","7.3",""
"Nepal","2008","7.25",""
"Nepal","2007","7.2",""
"Nepal","2006","7.13",""
"Nepal","2005","7.02",""
"Nepal","2004","6.84",""
"Nepal","2003","6.62",""
"Nepal","2002","6.37",""
"Nepal","2001","6.13",""
"Nepal","2000","5.95",""
"Nepal","1999","5.84",""
"Nepal","1998","5.77",""
"Nepal","1997","5.75",""
"Nepal","1996","5.75",""
"Nepal","1995","5.74",""
"Nepal","1994","5.73",""
"Nepal","1993","5.71",""
"Nepal","1992","5.69",""
"Nepal","1991","5.67",""
"Nepal","1990","5.65",""
"Netherlands","2012","23.02",""
"Netherlands","2011","22.57",""
"Netherlands","2010","22.05",""
"Netherlands","2009","21.47",""
"Netherlands","2008","20.82",""
"Netherlands","2007","20.17",""
"Netherlands","2006","19.58",""
"Netherlands","2005","19.09",""
"Netherlands","2004","18.74",""
"Netherlands","2003","18.5",""
"Netherlands","2002","18.34",""
"Netherlands","2001","18.23",""
"Netherlands","2000","18.12",""
"Netherlands","1999","18.02",""
"Netherlands","1998","17.92",""
"Netherlands","1997","17.83",""
"Netherlands","1996","17.75",""
"Netherlands","1995","17.68",""
"Netherlands","1994","17.61",""
"Netherlands","1993","17.53",""
"Netherlands","1992","17.46",""
"Netherlands","1991","17.38",""
"Netherlands","1990","17.29",""
"New Zealand","2012","19.01",""
"New Zealand","2011","18.67",""
"New Zealand","2010","18.31",""
"New Zealand","2009","17.91",""
"New Zealand","2008","17.5",""
"New Zealand","2007","17.08",""
"New Zealand","2006","16.7",""
"New Zealand","2005","16.4",""
"New Zealand","2004","16.17",""
"New Zealand","2003","16.01",""
"New Zealand","2002","15.9",""
"New Zealand","2001","15.82",""
"New Zealand","2000","15.73",""
"New Zealand","1999","15.63",""
"New Zealand","1998","15.53",""
"New Zealand","1997","15.42",""
"New Zealand","1996","15.34",""
"New Zealand","1995","15.28",""
"New Zealand","1994","15.26",""
"New Zealand","1993","15.25",""
"New Zealand","1992","15.25",""
"New Zealand","1991","15.23",""
"New Zealand","1990","15.19",""
"Nicaragua","2012","6.59",""
"Nicaragua","2011","6.4",""
"Nicaragua","2010","6.24",""
"Nicaragua","2009","6.14",""
"Nicaragua","2008","6.07",""
"Nicaragua","2007","6.04",""
"Nicaragua","2006","6",""
"Nicaragua","2005","5.94",""
"Nicaragua","2004","5.86",""
"Nicaragua","2003","5.76",""
"Nicaragua","2002","5.64",""
"Nicaragua","2001","5.52",""
"Nicaragua","2000","5.42",""
"Nicaragua","1999","5.33",""
"Nicaragua","1998","5.25",""
"Nicaragua","1997","5.18",""
"Nicaragua","1996","5.12",""
"Nicaragua","1995","5.07",""
"Nicaragua","1994","5.02",""
"Nicaragua","1993","4.98",""
"Nicaragua","1992","4.95",""
"Nicaragua","1991","4.91",""
"Nicaragua","1990","4.87",""
"Niger","2012","4.26",""
"Niger","2011","4.27",""
"Niger","2010","4.29",""
"Niger","2009","4.29",""
"Niger","2008","4.29",""
"Niger","2007","4.28",""
"Niger","2006","4.26",""
"Niger","2005","4.24",""
"Niger","2004","4.23",""
"Niger","2003","4.21",""
"Niger","2002","4.19",""
"Niger","2001","4.18",""
"Niger","2000","4.17",""
"Niger","1999","4.16",""
"Niger","1998","4.16",""
"Niger","1997","4.17",""
"Niger","1996","4.17",""
"Niger","1995","4.17",""
"Niger","1994","4.16",""
"Niger","1993","4.14",""
"Niger","1992","4.12",""
"Niger","1991","4.1",""
"Niger","1990","4.06",""
"Nigeria","2012","4.49",""
"Nigeria","2011","4.51",""
"Nigeria","2010","4.53",""
"Nigeria","2009","4.55",""
"Nigeria","2008","4.56",""
"Nigeria","2007","4.57",""
"Nigeria","2006","4.58",""
"Nigeria","2005","4.59",""
"Nigeria","2004","4.61",""
"Nigeria","2003","4.62",""
"Nigeria","2002","4.64",""
"Nigeria","2001","4.66",""
"Nigeria","2000","4.67",""
"Nigeria","1999","4.69",""
"Nigeria","1998","4.7",""
"Nigeria","1997","4.71",""
"Nigeria","1996","4.72",""
"Nigeria","1995","4.73",""
"Nigeria","1994","4.74",""
"Nigeria","1993","4.75",""
"Nigeria","1992","4.76",""
"Nigeria","1991","4.76",""
"Nigeria","1990","4.77",""
"Niue","2012","9.07",""
"Niue","2011","8.85",""
"Niue","2010","8.64",""
"Niue","2009","8.43",""
"Niue","2008","8.23",""
"Niue","2007","8.04",""
"Niue","2006","7.86",""
"Niue","2005","7.7",""
"Niue","2004","7.55",""
"Niue","2003","7.41",""
"Niue","2002","7.28",""
"Niue","2001","7.15",""
"Niue","2000","7.04",""
"Niue","1999","6.93",""
"Niue","1998","6.83",""
"Niue","1997","6.73",""
"Niue","1996","6.64",""
"Niue","1995","6.54",""
"Niue","1994","6.44",""
"Niue","1993","6.34",""
"Niue","1992","6.24",""
"Niue","1991","6.14",""
"Niue","1990","6.03",""
"Norway","2012","21.41",""
"Norway","2011","21.2",""
"Norway","2010","20.98",""
"Norway","2009","20.73",""
"Norway","2008","20.47",""
"Norway","2007","20.2",""
"Norway","2006","19.95",""
"Norway","2005","19.73",""
"Norway","2004","19.55",""
"Norway","2003","19.41",""
"Norway","2002","19.32",""
"Norway","2001","19.28",""
"Norway","2000","19.29",""
"Norway","1999","19.36",""
"Norway","1998","19.49",""
"Norway","1997","19.65",""
"Norway","1996","19.84",""
"Norway","1995","20.03",""
"Norway","1994","20.23",""
"Norway","1993","20.43",""
"Norway","1992","20.62",""
"Norway","1991","20.79",""
"Norway","1990","20.94",""
"Oman","2012","3.99",""
"Oman","2011","4",""
"Oman","2010","4.01",""
"Oman","2009","4",""
"Oman","2008","3.99",""
"Oman","2007","3.97",""
"Oman","2006","3.96",""
"Oman","2005","3.93",""
"Oman","2004","3.91",""
"Oman","2003","3.88",""
"Oman","2002","3.84",""
"Oman","2001","3.79",""
"Oman","2000","3.72",""
"Oman","1999","3.65",""
"Oman","1998","3.57",""
"Oman","1997","3.49",""
"Oman","1996","3.43",""
"Oman","1995","3.38",""
"Oman","1994","3.37",""
"Oman","1993","3.38",""
"Oman","1992","3.4",""
"Oman","1991","3.44",""
"Oman","1990","3.47",""
"Pakistan","2012","6.44",""
"Pakistan","2011","6.41",""
"Pakistan","2010","6.39",""
"Pakistan","2009","6.36",""
"Pakistan","2008","6.35",""
"Pakistan","2007","6.34",""
"Pakistan","2006","6.32",""
"Pakistan","2005","6.29",""
"Pakistan","2004","6.24",""
"Pakistan","2003","6.19",""
"Pakistan","2002","6.12",""
"Pakistan","2001","6.06",""
"Pakistan","2000","6.01",""
"Pakistan","1999","5.97",""
"Pakistan","1998","5.95",""
"Pakistan","1997","5.93",""
"Pakistan","1996","5.92",""
"Pakistan","1995","5.9",""
"Pakistan","1994","5.89",""
"Pakistan","1993","5.87",""
"Pakistan","1992","5.86",""
"Pakistan","1991","5.85",""
"Pakistan","1990","5.84",""
"Palau","2012","8.84",""
"Palau","2011","8.47",""
"Palau","2010","8.11",""
"Palau","2009","7.75",""
"Palau","2008","7.4",""
"Palau","2007","7.08",""
"Palau","2006","6.79",""
"Palau","2005","6.55",""
"Palau","2004","6.35",""
"Palau","2003","6.19",""
"Palau","2002","6.07",""
"Palau","2001","5.98",""
"Palau","2000","5.9",""
"Palau","1999","5.84",""
"Palau","1998","5.8",""
"Palau","1997","5.76",""
"Palau","1996","5.74",""
"Palau","1995","5.71",""
"Palau","1994","5.68",""
"Palau","1993","5.65",""
"Palau","1992","5.61",""
"Palau","1991","5.58",""
"Palau","1990","5.54",""
"Panama","2012","10.13",""
"Panama","2011","9.9",""
"Panama","2010","9.69",""
"Panama","2009","9.48",""
"Panama","2008","9.29",""
"Panama","2007","9.1",""
"Panama","2006","8.93",""
"Panama","2005","8.76",""
"Panama","2004","8.6",""
"Panama","2003","8.44",""
"Panama","2002","8.29",""
"Panama","2001","8.15",""
"Panama","2000","8.01",""
"Panama","1999","7.88",""
"Panama","1998","7.76",""
"Panama","1997","7.64",""
"Panama","1996","7.52",""
"Panama","1995","7.4",""
"Panama","1994","7.3",""
"Panama","1993","7.19",""
"Panama","1992","7.09",""
"Panama","1991","6.99",""
"Panama","1990","6.9",""
"Papua New Guinea","2012","4.79",""
"Papua New Guinea","2011","4.7",""
"Papua New Guinea","2010","4.62",""
"Papua New Guinea","2009","4.55",""
"Papua New Guinea","2008","4.49",""
"Papua New Guinea","2007","4.44",""
"Papua New Guinea","2006","4.39",""
"Papua New Guinea","2005","4.35",""
"Papua New Guinea","2004","4.31",""
"Papua New Guinea","2003","4.28",""
"Papua New Guinea","2002","4.24",""
"Papua New Guinea","2001","4.21",""
"Papua New Guinea","2000","4.19",""
"Papua New Guinea","1999","4.16",""
"Papua New Guinea","1998","4.14",""
"Papua New Guinea","1997","4.12",""
"Papua New Guinea","1996","4.1",""
"Papua New Guinea","1995","4.08",""
"Papua New Guinea","1994","4.05",""
"Papua New Guinea","1993","4.03",""
"Papua New Guinea","1992","4.01",""
"Papua New Guinea","1991","3.99",""
"Papua New Guinea","1990","3.97",""
"Paraguay","2012","8.01",""
"Paraguay","2011","7.83",""
"Paraguay","2010","7.66",""
"Paraguay","2009","7.5",""
"Paraguay","2008","7.36",""
"Paraguay","2007","7.22",""
"Paraguay","2006","7.1",""
"Paraguay","2005","6.98",""
"Paraguay","2004","6.87",""
"Paraguay","2003","6.78",""
"Paraguay","2002","6.69",""
"Paraguay","2001","6.6",""
"Paraguay","2000","6.52",""
"Paraguay","1999","6.44",""
"Paraguay","1998","6.36",""
"Paraguay","1997","6.29",""
"Paraguay","1996","6.22",""
"Paraguay","1995","6.18",""
"Paraguay","1994","6.15",""
"Paraguay","1993","6.15",""
"Paraguay","1992","6.15",""
"Paraguay","1991","6.15",""
"Paraguay","1990","6.14",""
"Peru","2012","9.12",""
"Peru","2011","8.92",""
"Peru","2010","8.73",""
"Peru","2009","8.54",""
"Peru","2008","8.36",""
"Peru","2007","8.19",""
"Peru","2006","8.03",""
"Peru","2005","7.87",""
"Peru","2004","7.73",""
"Peru","2003","7.59",""
"Peru","2002","7.46",""
"Peru","2001","7.33",""
"Peru","2000","7.21",""
"Peru","1999","7.09",""
"Peru","1998","6.97",""
"Peru","1997","6.85",""
"Peru","1996","6.73",""
"Peru","1995","6.62",""
"Peru","1994","6.51",""
"Peru","1993","6.4",""
"Peru","1992","6.3",""
"Peru","1991","6.2",""
"Peru","1990","6.11",""
"Philippines","2012","6.21",""
"Philippines","2011","6.02",""
"Philippines","2010","5.86",""
"Philippines","2009","5.72",""
"Philippines","2008","5.62",""
"Philippines","2007","5.54",""
"Philippines","2006","5.46",""
"Philippines","2005","5.4",""
"Philippines","2004","5.33",""
"Philippines","2003","5.26",""
"Philippines","2002","5.2",""
"Philippines","2001","5.14",""
"Philippines","2000","5.09",""
"Philippines","1999","5.04",""
"Philippines","1998","5",""
"Philippines","1997","4.95",""
"Philippines","1996","4.92",""
"Philippines","1995","4.88",""
"Philippines","1994","4.84",""
"Philippines","1993","4.8",""
"Philippines","1992","4.76",""
"Philippines","1991","4.74",""
"Philippines","1990","4.73",""
"Poland","2012","20.48",""
"Poland","2011","19.88",""
"Poland","2010","19.3",""
"Poland","2009","18.76",""
"Poland","2008","18.25",""
"Poland","2007","17.8",""
"Poland","2006","17.43",""
"Poland","2005","17.15",""
"Poland","2004","16.97",""
"Poland","2003","16.89",""
"Poland","2002","16.85",""
"Poland","2001","16.82",""
"Poland","2000","16.76",""
"Poland","1999","16.64",""
"Poland","1998","16.48",""
"Poland","1997","16.3",""
"Poland","1996","16.1",""
"Poland","1995","15.9",""
"Poland","1994","15.71",""
"Poland","1993","15.52",""
"Poland","1992","15.33",""
"Poland","1991","15.13",""
"Poland","1990","14.93",""
"Portugal","2012","24.39",""
"Portugal","2011","24.06",""
"Portugal","2010","23.73",""
"Portugal","2009","23.42",""
"Portugal","2008","23.12",""
"Portugal","2007","22.83",""
"Portugal","2006","22.58",""
"Portugal","2005","22.36",""
"Portugal","2004","22.18",""
"Portugal","2003","22.04",""
"Portugal","2002","21.92",""
"Portugal","2001","21.79",""
"Portugal","2000","21.63",""
"Portugal","1999","21.43",""
"Portugal","1998","21.2",""
"Portugal","1997","20.95",""
"Portugal","1996","20.69",""
"Portugal","1995","20.43",""
"Portugal","1994","20.17",""
"Portugal","1993","19.9",""
"Portugal","1992","19.63",""
"Portugal","1991","19.33",""
"Portugal","1990","19.01",""
"Qatar","2012","1.73",""
"Qatar","2011","1.81",""
"Qatar","2010","1.91",""
"Qatar","2009","2.01",""
"Qatar","2008","2.13",""
"Qatar","2007","2.27",""
"Qatar","2006","2.44",""
"Qatar","2005","2.63",""
"Qatar","2004","2.82",""
"Qatar","2003","2.95",""
"Qatar","2002","3.01",""
"Qatar","2001","3.02",""
"Qatar","2000","3",""
"Qatar","1999","2.96",""
"Qatar","1998","2.88",""
"Qatar","1997","2.78",""
"Qatar","1996","2.67",""
"Qatar","1995","2.57",""
"Qatar","1994","2.48",""
"Qatar","1993","2.42",""
"Qatar","1992","2.37",""
"Qatar","1991","2.32",""
"Qatar","1990","2.28",""
"Republic of Korea","2012","16.58",""
"Republic of Korea","2011","16.07",""
"Republic of Korea","2010","15.57",""
"Republic of Korea","2009","15.09",""
"Republic of Korea","2008","14.62",""
"Republic of Korea","2007","14.17",""
"Republic of Korea","2006","13.72",""
"Republic of Korea","2005","13.29",""
"Republic of Korea","2004","12.87",""
"Republic of Korea","2003","12.45",""
"Republic of Korea","2002","12.04",""
"Republic of Korea","2001","11.63",""
"Republic of Korea","2000","11.23",""
"Republic of Korea","1999","10.82",""
"Republic of Korea","1998","10.42",""
"Republic of Korea","1997","10.03",""
"Republic of Korea","1996","9.64",""
"Republic of Korea","1995","9.26",""
"Republic of Korea","1994","8.91",""
"Republic of Korea","1993","8.56",""
"Republic of Korea","1992","8.24",""
"Republic of Korea","1991","7.94",""
"Republic of Korea","1990","7.68",""
"Republic of Moldova","2012","16.72",""
"Republic of Moldova","2011","16.3",""
"Republic of Moldova","2010","15.95",""
"Republic of Moldova","2009","15.67",""
"Republic of Moldova","2008","15.46",""
"Republic of Moldova","2007","15.29",""
"Republic of Moldova","2006","15.16",""
"Republic of Moldova","2005","15.04",""
"Republic of Moldova","2004","14.95",""
"Republic of Moldova","2003","14.88",""
"Republic of Moldova","2002","14.8",""
"Republic of Moldova","2001","14.68",""
"Republic of Moldova","2000","14.5",""
"Republic of Moldova","1999","14.25",""
"Republic of Moldova","1998","13.93",""
"Republic of Moldova","1997","13.6",""
"Republic of Moldova","1996","13.31",""
"Republic of Moldova","1995","13.1",""
"Republic of Moldova","1994","12.98",""
"Republic of Moldova","1993","12.93",""
"Republic of Moldova","1992","12.91",""
"Republic of Moldova","1991","12.89",""
"Republic of Moldova","1990","12.81",""
"Romania","2012","20.66",""
"Romania","2011","20.32",""
"Romania","2010","20.02",""
"Romania","2009","19.74",""
"Romania","2008","19.5",""
"Romania","2007","19.3",""
"Romania","2006","19.16",""
"Romania","2005","19.08",""
"Romania","2004","19.08",""
"Romania","2003","19.15",""
"Romania","2002","19.23",""
"Romania","2001","19.24",""
"Romania","2000","19.15",""
"Romania","1999","18.93",""
"Romania","1998","18.61",""
"Romania","1997","18.21",""
"Romania","1996","17.8",""
"Romania","1995","17.41",""
"Romania","1994","17.05",""
"Romania","1993","16.72",""
"Romania","1992","16.41",""
"Romania","1991","16.12",""
"Romania","1990","15.84",""
"Russian Federation","2012","18.6",""
"Russian Federation","2011","18.27",""
"Russian Federation","2010","17.96",""
"Russian Federation","2009","17.67",""
"Russian Federation","2008","17.41",""
"Russian Federation","2007","17.21",""
"Russian Federation","2006","17.12",""
"Russian Federation","2005","17.17",""
"Russian Federation","2004","17.37",""
"Russian Federation","2003","17.69",""
"Russian Federation","2002","18.06",""
"Russian Federation","2001","18.32",""
"Russian Federation","2000","18.4",""
"Russian Federation","1999","18.26",""
"Russian Federation","1998","17.94",""
"Russian Federation","1997","17.51",""
"Russian Federation","1996","17.09",""
"Russian Federation","1995","16.78",""
"Russian Federation","1994","16.59",""
"Russian Federation","1993","16.51",""
"Russian Federation","1992","16.45",""
"Russian Federation","1991","16.35",""
"Russian Federation","1990","16.14",""
"Rwanda","2012","3.94",""
"Rwanda","2011","3.84",""
"Rwanda","2010","3.76",""
"Rwanda","2009","3.69",""
"Rwanda","2008","3.63",""
"Rwanda","2007","3.59",""
"Rwanda","2006","3.58",""
"Rwanda","2005","3.6",""
"Rwanda","2004","3.66",""
"Rwanda","2003","3.76",""
"Rwanda","2002","3.87",""
"Rwanda","2001","3.97",""
"Rwanda","2000","4.02",""
"Rwanda","1999","4.03",""
"Rwanda","1998","3.98",""
"Rwanda","1997","3.89",""
"Rwanda","1996","3.78",""
"Rwanda","1995","3.71",""
"Rwanda","1994","3.7",""
"Rwanda","1993","3.74",""
"Rwanda","1992","3.79",""
"Rwanda","1991","3.83",""
"Rwanda","1990","3.85",""
"Saint Kitts and Nevis","2012","12.35",""
"Saint Kitts and Nevis","2011","12.09",""
"Saint Kitts and Nevis","2010","11.86",""
"Saint Kitts and Nevis","2009","11.66",""
"Saint Kitts and Nevis","2008","11.48",""
"Saint Kitts and Nevis","2007","11.32",""
"Saint Kitts and Nevis","2006","11.17",""
"Saint Kitts and Nevis","2005","11.03",""
"Saint Kitts and Nevis","2004","10.89",""
"Saint Kitts and Nevis","2003","10.76",""
"Saint Kitts and Nevis","2002","10.63",""
"Saint Kitts and Nevis","2001","10.51",""
"Saint Kitts and Nevis","2000","10.38",""
"Saint Kitts and Nevis","1999","10.24",""
"Saint Kitts and Nevis","1998","10.1",""
"Saint Kitts and Nevis","1997","9.96",""
"Saint Kitts and Nevis","1996","9.83",""
"Saint Kitts and Nevis","1995","9.71",""
"Saint Kitts and Nevis","1994","9.61",""
"Saint Kitts and Nevis","1993","9.53",""
"Saint Kitts and Nevis","1992","9.45",""
"Saint Kitts and Nevis","1991","9.38",""
"Saint Kitts and Nevis","1990","9.31",""
"Saint Lucia","2012","12.13",""
"Saint Lucia","2011","11.97",""
"Saint Lucia","2010","11.73",""
"Saint Lucia","2009","11.37",""
"Saint Lucia","2008","10.9",""
"Saint Lucia","2007","10.41",""
"Saint Lucia","2006","9.97",""
"Saint Lucia","2005","9.68",""
"Saint Lucia","2004","9.57",""
"Saint Lucia","2003","9.61",""
"Saint Lucia","2002","9.76",""
"Saint Lucia","2001","9.94",""
"Saint Lucia","2000","10.09",""
"Saint Lucia","1999","10.19",""
"Saint Lucia","1998","10.26",""
"Saint Lucia","1997","10.3",""
"Saint Lucia","1996","10.33",""
"Saint Lucia","1995","10.35",""
"Saint Lucia","1994","10.37",""
"Saint Lucia","1993","10.38",""
"Saint Lucia","1992","10.34",""
"Saint Lucia","1991","10.23",""
"Saint Lucia","1990","10.02",""
"Saint Vincent and the Grenadines","2012","9.92",""
"Saint Vincent and the Grenadines","2011","9.69",""
"Saint Vincent and the Grenadines","2010","9.52",""
"Saint Vincent and the Grenadines","2009","9.42",""
"Saint Vincent and the Grenadines","2008","9.38",""
"Saint Vincent and the Grenadines","2007","9.37",""
"Saint Vincent and the Grenadines","2006","9.4",""
"Saint Vincent and the Grenadines","2005","9.45",""
"Saint Vincent and the Grenadines","2004","9.51",""
"Saint Vincent and the Grenadines","2003","9.58",""
"Saint Vincent and the Grenadines","2002","9.64",""
"Saint Vincent and the Grenadines","2001","9.67",""
"Saint Vincent and the Grenadines","2000","9.66",""
"Saint Vincent and the Grenadines","1999","9.59",""
"Saint Vincent and the Grenadines","1998","9.47",""
"Saint Vincent and the Grenadines","1997","9.32",""
"Saint Vincent and the Grenadines","1996","9.16",""
"Saint Vincent and the Grenadines","1995","9.03",""
"Saint Vincent and the Grenadines","1994","8.93",""
